Date,Year,Month,Month_Name,Min Temperature(°C),Max Temperature(°C),Average Temperature(°C),Precipitation(mm),Wind(km/h),Relative Humidity,Solar(W/m²)
1987-08-07,1987,8,August,21.249,27.529,24.389,0.0,6.684,0.622,22.31
1987-08-08,1987,8,August,20.961,27.342,24.152,0.0,5.694,0.617,21.695
1987-08-09,1987,8,August,21.72,29.765,25.742,0.0,5.199,0.595,23.048
1987-08-10,1987,8,August,21.163,27.404,24.284,0.088,5.245,0.684,12.823
1987-08-11,1987,8,August,22.958,29.51,26.234,0.0,6.088,0.627,22.313
1987-08-12,1987,8,August,22.802,30.226,26.514,0.0,5.698,0.632,22.759
1987-08-13,1987,8,August,23.119,30.097,26.608,0.0,5.937,0.649,22.579
1987-08-14,1987,8,August,22.826,30.645,26.736,0.0,5.339,0.649,21.991
1987-08-15,1987,8,August,23.547,31.204,27.376,0.0,5.85,0.647,23.261
1987-08-16,1987,8,August,23.176,30.189,26.682,0.515,6.249,0.636,22.984
1987-08-17,1987,8,August,22.621,30.996,26.808,0.0,4.276,0.651,23.198
1987-08-18,1987,8,August,23.651,30.464,27.057,0.0,4.579,0.634,16.964
1987-08-19,1987,8,August,23.335,30.688,27.011,0.0,5.2,0.632,21.218
1987-08-20,1987,8,August,23.657,30.158,26.908,0.0,5.323,0.668,19.18
1987-08-21,1987,8,August,22.906,30.811,26.858,0.0,5.856,0.597,23.909
1987-08-22,1987,8,August,22.834,30.346,26.59,0.0,5.699,0.661,23.93
1987-08-23,1987,8,August,22.541,31.073,26.807,0.0,4.596,0.649,24.134
1987-08-24,1987,8,August,21.958,31.426,26.692,0.0,3.809,0.627,24.345
1987-08-25,1987,8,August,21.067,31.652,26.36,0.0,4.419,0.599,24.637
1987-08-26,1987,8,August,23.011,31.18,27.096,0.0,5.733,0.571,24.866
1987-08-27,1987,8,August,23.002,30.096,26.549,0.0,5.639,0.604,24.495
1987-08-28,1987,8,August,22.335,29.853,26.094,0.031,4.93,0.634,13.004
1987-08-29,1987,8,August,19.087,34.475,26.781,0.0,1.875,0.701,24.747
1987-08-30,1987,8,August,19.439,37.019,28.229,0.0,1.816,0.703,24.802
1987-08-31,1987,8,August,16.669,35.079,25.874,0.0,1.354,0.73,25.131
1987-09-01,1987,9,September,19.38,33.56,26.47,0.0,2.487,0.651,25.3
1987-09-02,1987,9,September,22.617,31.372,26.995,0.0,4.724,0.589,25.135
1987-09-03,1987,9,September,22.842,31.031,26.936,0.0,4.826,0.586,25.344
1987-09-04,1987,9,September,22.08,30.087,26.084,0.0,5.555,0.596,25.608
1987-09-05,1987,9,September,22.942,25.736,24.339,0.309,5.178,0.685,4.931
1987-09-06,1987,9,September,23.71,27.528,25.619,0.391,4.615,0.727,7.728
1987-09-07,1987,9,September,25.088,29.878,27.483,1.552,4.669,0.709,20.971
1987-09-08,1987,9,September,24.586,29.821,27.204,3.215,4.319,0.747,18.782
1987-09-09,1987,9,September,23.558,29.181,26.37,2.715,5.61,0.742,20.32
1987-09-10,1987,9,September,24.117,31.73,27.924,0.079,5.437,0.623,24.763
1987-09-11,1987,9,September,23.853,31.405,27.629,0.0,5.835,0.635,25.106
1987-09-12,1987,9,September,24.48,30.961,27.72,0.0,6.4,0.621,24.516
1987-09-13,1987,9,September,24.053,32.203,28.128,0.0,5.888,0.622,25.462
1987-09-14,1987,9,September,24.777,31.994,28.386,0.0,6.331,0.6,25.616
1987-09-15,1987,9,September,24.171,31.612,27.892,0.0,6.476,0.544,25.523
1987-09-16,1987,9,September,23.887,31.575,27.731,0.179,5.154,0.608,24.131
1987-09-17,1987,9,September,22.844,34.334,28.589,0.0,2.601,0.635,25.546
1987-09-18,1987,9,September,22.565,33.506,28.036,10.771,3.007,0.737,23.481
1987-09-19,1987,9,September,23.2,31.869,27.534,0.045,5.437,0.632,19.092
1987-09-20,1987,9,September,24.318,31.698,28.008,0.0,6.608,0.556,25.649
1987-09-21,1987,9,September,23.768,31.357,27.562,0.0,6.545,0.575,26.318
1987-09-22,1987,9,September,23.624,32.029,27.827,0.0,5.653,0.598,26.345
1987-09-23,1987,9,September,24.484,31.999,28.242,0.381,5.38,0.638,20.064
1987-09-24,1987,9,September,24.654,30.705,27.679,0.127,6.706,0.668,17.976
1987-09-25,1987,9,September,25.105,27.977,26.541,0.088,7.364,0.68,11.324
1987-09-26,1987,9,September,24.136,27.152,25.644,0.331,6.799,0.679,9.531
1987-09-27,1987,9,September,24.197,30.074,27.136,0.161,6.474,0.644,18.733
1987-09-28,1987,9,September,22.87,31.443,27.156,0.071,5.207,0.614,25.956
1987-09-29,1987,9,September,22.616,31.69,27.153,0.0,5.291,0.618,27.171
1987-09-30,1987,9,September,23.887,32.071,27.979,0.0,4.759,0.611,26.482
1987-10-01,1987,10,October,23.577,33.897,28.737,0.0,4.94,0.53,26.724
1987-10-02,1987,10,October,22.591,32.323,27.457,0.0,4.673,0.642,23.465
1987-10-03,1987,10,October,23.315,33.12,28.218,0.0,3.922,0.613,26.718
1987-10-04,1987,10,October,22.896,34.974,28.935,0.0,2.97,0.61,26.905
1987-10-05,1987,10,October,21.307,34.403,27.855,0.0,2.879,0.609,27.508
1987-10-06,1987,10,October,20.561,38.881,29.721,0.0,2.22,0.604,27.812
1987-10-07,1987,10,October,17.465,35.086,26.276,0.0,2.469,0.612,27.933
1987-10-08,1987,10,October,20.047,35.547,27.797,0.0,3.259,0.572,28.189
1987-10-09,1987,10,October,21.034,35.712,28.373,0.0,3.154,0.566,28.634
1987-10-10,1987,10,October,20.812,34.24,27.526,0.0,4.07,0.6,28.405
1987-10-11,1987,10,October,23.548,34.277,28.912,0.0,5.485,0.519,28.621
1987-10-12,1987,10,October,23.572,35.597,29.584,0.0,3.831,0.564,28.175
1987-10-13,1987,10,October,23.668,34.867,29.268,0.0,5.031,0.543,28.326
1987-10-14,1987,10,October,23.362,34.549,28.956,0.0,4.718,0.525,28.421
1987-10-15,1987,10,October,23.258,34.482,28.87,0.0,4.803,0.586,28.125
1987-10-16,1987,10,October,23.484,34.901,29.193,0.0,4.222,0.594,28.138
1987-10-17,1987,10,October,22.102,36.201,29.152,0.0,2.477,0.642,27.817
1987-10-18,1987,10,October,21.473,36.361,28.917,0.0,2.217,0.657,27.825
1987-10-19,1987,10,October,23.002,35.632,29.317,0.0,3.463,0.582,28.2
1987-10-20,1987,10,October,23.226,35.571,29.398,0.0,3.999,0.553,28.27
1987-10-21,1987,10,October,20.989,36.053,28.521,0.0,3.421,0.578,28.522
1987-10-22,1987,10,October,21.715,36.004,28.859,0.0,3.279,0.497,28.809
1987-10-23,1987,10,October,22.515,36.54,29.528,0.0,3.094,0.58,28.257
1987-10-24,1987,10,October,23.092,36.509,29.8,0.0,3.8,0.576,28.627
1987-10-25,1987,10,October,23.357,38.731,31.044,0.0,2.396,0.594,25.862
1987-10-26,1987,10,October,22.643,37.729,30.186,0.0,2.085,0.65,28.189
1987-10-27,1987,10,October,23.722,38.2,30.961,0.0,2.459,0.605,27.946
1987-10-28,1987,10,October,24.91,36.081,30.496,0.0,4.83,0.6,28.472
1987-10-29,1987,10,October,26.251,35.063,30.657,0.0,6.42,0.569,28.683
1987-10-30,1987,10,October,26.045,34.012,30.028,0.0,6.409,0.572,28.266
1987-10-31,1987,10,October,25.503,33.343,29.423,0.0,6.62,0.572,28.275
1987-11-01,1987,11,November,25.658,32.306,28.982,0.488,5.181,0.63,21.04
1987-11-02,1987,11,November,25.688,33.717,29.702,0.069,5.753,0.645,26.707
1987-11-03,1987,11,November,26.275,34.225,30.25,0.0,6.385,0.604,28.116
1987-11-04,1987,11,November,26.104,34.939,30.522,0.0,5.544,0.58,27.94
1987-11-05,1987,11,November,25.164,35.859,30.512,0.0,3.343,0.599,27.991
1987-11-06,1987,11,November,23.734,35.14,29.437,0.0,3.399,0.595,28.612
1987-11-07,1987,11,November,24.753,34.379,29.566,0.0,5.027,0.554,28.612
1987-11-08,1987,11,November,24.383,34.626,29.504,0.0,4.783,0.584,28.397
1987-11-09,1987,11,November,24.839,34.806,29.822,0.0,4.732,0.584,28.281
1987-11-10,1987,11,November,24.345,35.312,29.828,0.0,3.541,0.618,27.953
1987-11-11,1987,11,November,23.831,36.986,30.408,0.0,2.205,0.643,28.233
1987-11-12,1987,11,November,24.858,43.147,34.002,0.0,2.132,0.621,23.8
1987-11-13,1987,11,November,22.896,35.547,29.222,2.077,1.801,0.726,26.814
1987-11-14,1987,11,November,24.322,36.823,30.572,0.0,1.751,0.66,27.564
1987-11-15,1987,11,November,25.844,36.477,31.16,0.0,2.427,0.642,26.084
1987-11-16,1987,11,November,24.929,39.155,32.042,8.247,1.669,0.644,25.978
1987-11-17,1987,11,November,25.841,35.786,30.814,0.0,3.808,0.605,28.275
1987-11-18,1987,11,November,24.708,35.535,30.121,0.0,2.922,0.626,24.369
1987-11-19,1987,11,November,25.083,33.626,29.354,1.052,2.428,0.682,17.574
1987-11-20,1987,11,November,24.41,36.25,30.33,0.0,2.951,0.623,28.195
1987-11-21,1987,11,November,25.515,34.568,30.042,0.0,3.25,0.651,7.448
1987-11-22,1987,11,November,24.711,34.982,29.846,0.0,3.382,0.583,28.344
1987-11-23,1987,11,November,24.199,35.448,29.824,0.0,3.592,0.574,28.612
1987-11-24,1987,11,November,25.727,35.66,30.694,0.0,3.384,0.605,28.218
1987-11-25,1987,11,November,24.687,42.283,33.485,0.0,2.232,0.619,28.48
1987-11-26,1987,11,November,23.296,36.559,29.928,0.0,2.417,0.645,28.467
1987-11-27,1987,11,November,25.812,36.252,31.032,1.435,2.675,0.701,25.953
1987-11-28,1987,11,November,24.251,41.729,32.99,0.185,1.75,0.686,28.327
1987-11-29,1987,11,November,24.899,37.739,31.319,0.0,2.036,0.63,28.741
1987-11-30,1987,11,November,25.957,38.298,32.127,6.242,2.1,0.662,26.504
1987-12-01,1987,12,December,24.213,34.874,29.544,4.69,1.946,0.685,27.858
1987-12-02,1987,12,December,24.213,37.0,30.606,3.056,1.924,0.667,25.014
1987-12-03,1987,12,December,26.183,31.888,29.036,1.686,1.781,0.7,8.222
1987-12-04,1987,12,December,26.35,34.906,30.628,1.095,4.011,0.627,24.414
1987-12-05,1987,12,December,27.508,35.494,31.501,0.0,4.71,0.569,25.765
1987-12-06,1987,12,December,26.951,35.166,31.058,0.0,5.574,0.581,27.561
1987-12-07,1987,12,December,27.525,35.66,31.592,0.264,5.428,0.572,27.544
1987-12-08,1987,12,December,27.722,35.864,31.793,0.0,5.751,0.564,27.995
1987-12-09,1987,12,December,27.806,35.728,31.767,0.0,6.168,0.572,27.553
1987-12-10,1987,12,December,27.649,34.261,30.955,0.433,5.251,0.596,21.052
1987-12-11,1987,12,December,26.996,33.981,30.489,0.038,5.319,0.635,13.71
1987-12-12,1987,12,December,27.046,35.335,31.19,0.0,4.766,0.595,24.221
1987-12-13,1987,12,December,26.03,31.163,28.596,7.481,4.35,0.731,14.891
1987-12-14,1987,12,December,25.688,29.634,27.661,13.657,3.64,0.831,20.196
1987-12-15,1987,12,December,25.364,35.022,30.193,6.923,2.749,0.726,18.359
1987-12-16,1987,12,December,25.338,34.301,29.82,8.497,2.075,0.703,24.71
1987-12-17,1987,12,December,24.595,32.171,28.383,7.066,2.447,0.741,26.664
1987-12-18,1987,12,December,25.467,32.484,28.976,3.148,2.763,0.697,17.843
1987-12-19,1987,12,December,25.956,33.268,29.612,3.758,3.546,0.684,26.09
1987-12-20,1987,12,December,26.112,35.453,30.782,2.973,2.292,0.649,25.582
1987-12-21,1987,12,December,25.382,37.268,31.325,8.971,1.512,0.712,28.078
1987-12-22,1987,12,December,24.861,32.44,28.65,1.638,1.682,0.742,20.58
1987-12-23,1987,12,December,25.648,32.842,29.245,8.422,1.616,0.763,22.627
1987-12-24,1987,12,December,25.552,28.317,26.934,13.616,2.449,0.86,13.624
1987-12-25,1987,12,December,25.397,28.783,27.09,25.002,3.92,0.85,25.947
1987-12-26,1987,12,December,25.949,30.174,28.062,11.33,4.387,0.817,24.708
1987-12-27,1987,12,December,26.039,29.186,27.612,16.696,3.513,0.838,25.115
1987-12-28,1987,12,December,25.518,29.159,27.338,9.05,3.835,0.818,27.763
1987-12-29,1987,12,December,25.535,28.735,27.135,13.783,4.074,0.825,22.175
1987-12-30,1987,12,December,25.811,28.697,27.254,18.893,5.369,0.82,24.939
1987-12-31,1987,12,December,25.378,27.783,26.58,24.372,5.858,0.834,12.901
1988-01-01,1988,1,January,25.232,27.208,26.22,9.476,3.227,0.855,15.722
1988-01-02,1988,1,January,24.581,28.715,26.648,10.8,2.488,0.833,26.327
1988-01-03,1988,1,January,23.834,29.446,26.64,14.293,1.617,0.821,28.162
1988-01-04,1988,1,January,24.378,32.349,28.364,3.085,1.838,0.761,28.579
1988-01-05,1988,1,January,23.829,33.541,28.685,1.261,1.541,0.694,27.782
1988-01-06,1988,1,January,25.007,38.031,31.519,4.534,1.626,0.698,25.078
1988-01-07,1988,1,January,24.521,32.206,28.364,1.978,1.935,0.748,19.419
1988-01-08,1988,1,January,24.606,36.85,30.728,4.36,1.639,0.674,26.052
1988-01-09,1988,1,January,25.113,33.107,29.11,4.571,1.264,0.75,15.454
1988-01-10,1988,1,January,25.605,28.814,27.21,1.366,1.825,0.778,4.09
1988-01-11,1988,1,January,26.346,29.399,27.873,13.046,3.029,0.808,10.16
1988-01-12,1988,1,January,25.164,29.753,27.458,13.165,2.3,0.816,17.157
1988-01-13,1988,1,January,24.946,27.225,26.086,11.542,2.199,0.861,8.469
1988-01-14,1988,1,January,23.932,32.428,28.18,24.854,1.448,0.833,25.978
1988-01-15,1988,1,January,24.852,29.826,27.339,9.744,2.257,0.825,22.131
1988-01-16,1988,1,January,24.285,31.551,27.918,9.532,1.323,0.788,28.443
1988-01-17,1988,1,January,25.448,31.726,28.587,5.775,1.261,0.803,24.874
1988-01-18,1988,1,January,26.254,33.488,29.871,0.632,1.825,0.749,25.545
1988-01-19,1988,1,January,24.636,34.542,29.589,0.252,2.118,0.674,28.639
1988-01-20,1988,1,January,26.367,34.236,30.301,0.0,3.019,0.629,23.349
1988-01-21,1988,1,January,27.1,32.418,29.759,9.453,4.548,0.657,24.988
1988-01-22,1988,1,January,27.217,33.211,30.214,2.02,5.313,0.656,28.691
1988-01-23,1988,1,January,27.79,33.433,30.612,0.478,5.543,0.638,20.542
1988-01-24,1988,1,January,27.179,33.523,30.351,2.977,4.696,0.637,28.795
1988-01-25,1988,1,January,26.569,35.491,31.03,0.0,3.077,0.634,27.819
1988-01-26,1988,1,January,26.066,34.558,30.312,1.36,2.884,0.659,23.85
1988-01-27,1988,1,January,26.054,30.965,28.51,14.837,2.569,0.721,25.067
1988-01-28,1988,1,January,25.213,32.701,28.957,5.086,2.738,0.713,28.018
1988-01-29,1988,1,January,26.311,32.313,29.312,6.0,3.722,0.674,27.504
1988-01-30,1988,1,January,26.033,32.604,29.318,3.382,3.871,0.679,27.425
1988-01-31,1988,1,January,26.425,34.354,30.39,0.096,4.388,0.615,29.006
1988-02-01,1988,2,February,26.475,34.457,30.466,6.417,2.819,0.651,27.89
1988-02-02,1988,2,February,26.549,34.872,30.71,3.922,3.054,0.63,26.304
1988-02-03,1988,2,February,26.082,31.213,28.648,6.659,2.367,0.722,9.276
1988-02-04,1988,2,February,25.437,33.471,29.454,6.714,3.133,0.718,28.352
1988-02-05,1988,2,February,25.933,34.238,30.086,7.684,2.303,0.699,28.712
1988-02-06,1988,2,February,25.121,36.342,30.731,1.399,1.562,0.694,27.215
1988-02-07,1988,2,February,26.178,31.797,28.988,18.579,2.369,0.767,28.087
1988-02-08,1988,2,February,26.059,32.14,29.1,7.042,2.287,0.746,25.955
1988-02-09,1988,2,February,26.892,32.767,29.83,1.56,3.561,0.718,19.988
1988-02-10,1988,2,February,26.949,30.118,28.534,14.5,2.461,0.801,9.807
1988-02-11,1988,2,February,26.485,30.561,28.523,16.031,3.638,0.783,21.412
1988-02-12,1988,2,February,25.773,28.801,27.287,59.975,5.675,0.838,17.338
1988-02-13,1988,2,February,26.18,29.633,27.906,26.648,7.042,0.808,14.286
1988-02-14,1988,2,February,26.143,27.933,27.038,31.488,6.253,0.845,17.025
1988-02-15,1988,2,February,25.902,27.472,26.687,58.439,6.336,0.893,14.102
1988-02-16,1988,2,February,26.022,29.301,27.661,16.244,5.463,0.827,23.867
1988-02-17,1988,2,February,26.152,29.564,27.858,23.742,3.367,0.835,22.775
1988-02-18,1988,2,February,24.967,27.114,26.04,18.129,1.436,0.863,3.737
1988-02-19,1988,2,February,24.646,30.793,27.72,2.843,0.855,0.811,13.141
1988-02-20,1988,2,February,24.416,31.521,27.968,0.235,2.119,0.702,22.865
1988-02-21,1988,2,February,23.533,32.174,27.854,0.0,1.917,0.635,27.637
1988-02-22,1988,2,February,23.595,32.348,27.972,0.74,1.709,0.676,23.497
1988-02-23,1988,2,February,25.698,30.722,28.21,3.91,2.557,0.72,28.133
1988-02-24,1988,2,February,25.139,29.949,27.544,6.218,2.696,0.755,20.942
1988-02-25,1988,2,February,25.086,30.001,27.544,19.663,2.743,0.8,22.959
1988-02-26,1988,2,February,26.513,29.996,28.254,8.497,4.288,0.746,26.426
1988-02-27,1988,2,February,27.406,29.911,28.658,12.421,4.512,0.769,20.816
1988-02-28,1988,2,February,27.921,32.133,30.027,1.356,5.646,0.716,27.741
1988-02-29,1988,2,February,28.397,32.46,30.428,3.799,5.28,0.707,27.666
1988-03-01,1988,3,March,28.347,33.064,30.706,0.0,5.257,0.687,27.894
1988-03-02,1988,3,March,28.409,32.992,30.7,0.106,4.669,0.688,28.176
1988-03-03,1988,3,March,27.767,33.018,30.392,0.0,4.393,0.674,28.447
1988-03-04,1988,3,March,26.992,33.212,30.102,0.0,3.826,0.67,28.338
1988-03-05,1988,3,March,26.55,33.369,29.96,0.0,3.532,0.673,27.763
1988-03-06,1988,3,March,27.037,33.505,30.271,3.464,3.963,0.673,27.928
1988-03-07,1988,3,March,25.652,30.591,28.122,15.141,2.424,0.788,24.786
1988-03-08,1988,3,March,24.255,28.559,26.407,29.107,1.988,0.877,14.926
1988-03-09,1988,3,March,25.518,29.933,27.726,11.251,2.576,0.828,25.978
1988-03-10,1988,3,March,24.943,29.776,27.36,4.961,2.422,0.835,26.747
1988-03-11,1988,3,March,25.833,29.496,27.664,12.971,2.814,0.839,26.673
1988-03-12,1988,3,March,25.2,31.058,28.129,11.113,2.547,0.847,23.509
1988-03-13,1988,3,March,25.287,32.905,29.096,7.083,3.905,0.809,26.551
1988-03-14,1988,3,March,26.045,30.198,28.122,2.877,4.769,0.792,23.773
1988-03-15,1988,3,March,26.074,30.454,28.264,4.092,4.438,0.765,26.908
1988-03-16,1988,3,March,25.677,31.01,28.344,1.744,4.639,0.729,26.678
1988-03-17,1988,3,March,25.169,27.432,26.3,4.322,4.776,0.842,10.802
1988-03-18,1988,3,March,25.018,29.98,27.499,9.081,5.472,0.832,23.417
1988-03-19,1988,3,March,25.239,27.969,26.604,4.199,4.43,0.862,11.235
1988-03-20,1988,3,March,25.143,29.462,27.303,12.284,4.299,0.87,21.377
1988-03-21,1988,3,March,25.413,30.235,27.824,8.044,3.491,0.845,24.888
1988-03-22,1988,3,March,25.204,30.211,27.708,16.174,3.095,0.866,24.142
1988-03-23,1988,3,March,24.99,30.448,27.719,6.43,3.302,0.843,24.438
1988-03-24,1988,3,March,25.514,29.053,27.284,21.324,2.604,0.886,22.661
1988-03-25,1988,3,March,25.518,29.045,27.282,14.214,3.371,0.893,18.113
1988-03-26,1988,3,March,25.576,29.137,27.356,15.206,3.809,0.875,21.807
1988-03-27,1988,3,March,25.276,29.002,27.139,29.145,3.91,0.899,22.168
1988-03-28,1988,3,March,25.218,29.048,27.133,9.426,3.549,0.885,18.839
1988-03-29,1988,3,March,25.115,27.16,26.138,16.675,2.89,0.91,5.674
1988-03-30,1988,3,March,24.823,28.036,26.43,2.132,1.389,0.873,7.579
1988-03-31,1988,3,March,24.671,30.617,27.644,0.0,2.656,0.808,23.033
1988-04-01,1988,4,April,26.159,30.534,28.346,4.839,2.882,0.806,24.917
1988-04-02,1988,4,April,25.569,29.069,27.319,19.121,2.876,0.852,25.096
1988-04-03,1988,4,April,26.017,31.416,28.716,1.926,2.735,0.789,25.307
1988-04-04,1988,4,April,26.048,29.271,27.66,28.808,3.031,0.858,23.494
1988-04-05,1988,4,April,25.581,28.47,27.026,33.204,3.147,0.892,16.514
1988-04-06,1988,4,April,25.309,28.645,26.977,0.252,2.402,0.773,8.609
1988-04-07,1988,4,April,24.789,30.699,27.744,0.0,2.9,0.676,25.682
1988-04-08,1988,4,April,24.571,31.037,27.804,0.0,2.627,0.629,25.626
1988-04-09,1988,4,April,23.465,30.936,27.2,0.467,1.853,0.69,24.886
1988-04-10,1988,4,April,22.297,31.95,27.124,0.0,1.715,0.698,23.816
1988-04-11,1988,4,April,23.435,34.157,28.796,0.0,1.534,0.673,25.135
1988-04-12,1988,4,April,22.888,33.55,28.219,1.615,1.04,0.727,24.995
1988-04-13,1988,4,April,22.149,35.038,28.594,0.0,0.647,0.737,24.967
1988-04-14,1988,4,April,22.449,32.364,27.406,1.229,1.507,0.751,24.796
1988-04-15,1988,4,April,24.935,31.661,28.298,0.987,3.606,0.708,24.595
1988-04-16,1988,4,April,25.01,30.323,27.666,0.354,3.235,0.712,23.682
1988-04-17,1988,4,April,24.804,31.224,28.014,0.0,4.071,0.708,24.335
1988-04-18,1988,4,April,25.49,31.205,28.347,0.0,4.586,0.698,20.806
1988-04-19,1988,4,April,25.701,31.909,28.805,0.0,4.755,0.689,23.579
1988-04-20,1988,4,April,25.776,32.552,29.164,0.0,4.943,0.657,24.037
1988-04-21,1988,4,April,25.911,32.234,29.072,0.096,4.208,0.692,23.801
1988-04-22,1988,4,April,25.67,31.409,28.54,1.878,3.652,0.719,23.443
1988-04-23,1988,4,April,25.72,31.866,28.793,0.0,4.198,0.701,22.43
1988-04-24,1988,4,April,25.514,32.072,28.793,0.0,4.169,0.686,23.267
1988-04-25,1988,4,April,25.079,29.643,27.361,1.088,3.336,0.769,7.777
1988-04-26,1988,4,April,24.853,32.003,28.428,0.106,4.202,0.731,17.501
1988-04-27,1988,4,April,25.908,29.641,27.774,1.669,4.672,0.741,14.075
1988-04-28,1988,4,April,25.547,32.14,28.844,0.673,4.624,0.709,21.629
1988-04-29,1988,4,April,25.008,32.326,28.667,1.869,2.93,0.741,19.252
1988-04-30,1988,4,April,24.162,33.909,29.036,0.405,2.421,0.724,22.756
1988-05-01,1988,5,May,25.109,35.318,30.214,1.84,1.89,0.717,22.735
1988-05-02,1988,5,May,24.797,34.187,29.492,1.552,2.344,0.728,20.819
1988-05-03,1988,5,May,25.376,32.75,29.063,2.139,2.629,0.734,22.44
1988-05-04,1988,5,May,25.365,32.583,28.974,0.0,3.85,0.689,21.924
1988-05-05,1988,5,May,25.622,32.232,28.927,0.0,4.803,0.642,22.693
1988-05-06,1988,5,May,25.248,32.377,28.812,0.0,4.394,0.669,22.414
1988-05-07,1988,5,May,25.796,32.151,28.974,0.0,4.607,0.666,21.628
1988-05-08,1988,5,May,25.381,31.782,28.582,0.0,4.649,0.649,22.205
1988-05-09,1988,5,May,24.968,31.98,28.474,0.0,4.438,0.654,21.28
1988-05-10,1988,5,May,24.585,32.333,28.459,0.0,4.793,0.651,22.505
1988-05-11,1988,5,May,25.673,32.18,28.926,0.0,5.476,0.638,22.103
1988-05-12,1988,5,May,25.485,31.508,28.496,0.0,6.327,0.643,21.779
1988-05-13,1988,5,May,25.396,29.888,27.642,0.045,5.638,0.696,12.094
1988-05-14,1988,5,May,25.327,30.757,28.042,0.0,5.414,0.686,19.202
1988-05-15,1988,5,May,25.629,31.539,28.584,0.058,5.413,0.677,21.402
1988-05-16,1988,5,May,25.154,31.777,28.466,0.0,4.445,0.663,21.611
1988-05-17,1988,5,May,24.653,32.616,28.634,0.0,3.548,0.694,21.652
1988-05-18,1988,5,May,24.539,33.276,28.908,0.0,2.948,0.692,21.492
1988-05-19,1988,5,May,25.066,32.917,28.992,0.0,2.973,0.713,21.374
1988-05-20,1988,5,May,23.549,37.865,30.707,0.944,1.734,0.733,21.095
1988-05-21,1988,5,May,24.295,33.503,28.899,0.089,3.028,0.724,18.291
1988-05-22,1988,5,May,25.128,32.103,28.616,0.065,3.575,0.7,20.757
1988-05-23,1988,5,May,24.995,32.587,28.791,0.0,4.295,0.649,21.031
1988-05-24,1988,5,May,23.536,32.712,28.124,0.0,3.597,0.633,21.558
1988-05-25,1988,5,May,23.101,31.726,27.414,0.0,4.291,0.605,21.607
1988-05-26,1988,5,May,23.556,31.321,27.438,0.0,4.598,0.674,20.743
1988-05-27,1988,5,May,24.088,31.589,27.838,0.0,4.781,0.655,21.106
1988-05-28,1988,5,May,24.483,31.938,28.21,0.0,5.55,0.631,20.831
1988-05-29,1988,5,May,24.998,30.767,27.882,0.0,6.276,0.641,18.998
1988-05-30,1988,5,May,24.571,27.008,25.79,0.549,6.016,0.699,6.554
1988-05-31,1988,5,May,24.517,28.146,26.332,0.477,6.121,0.659,16.766
1988-06-01,1988,6,June,24.086,29.992,27.039,0.312,5.404,0.669,11.261
1988-06-02,1988,6,June,24.168,30.38,27.274,0.091,4.843,0.667,16.569
1988-06-03,1988,6,June,23.432,30.81,27.121,0.074,3.641,0.667,20.532
1988-06-04,1988,6,June,23.531,32.782,28.156,0.0,3.106,0.656,20.553
1988-06-05,1988,6,June,22.754,32.579,27.666,0.0,2.912,0.661,20.579
1988-06-06,1988,6,June,23.264,31.843,27.554,0.0,4.544,0.641,20.608
1988-06-07,1988,6,June,24.992,30.237,27.614,0.141,5.116,0.7,14.751
1988-06-08,1988,6,June,24.368,31.543,27.956,0.0,5.023,0.639,20.09
1988-06-09,1988,6,June,25.024,31.181,28.102,0.021,5.383,0.636,16.554
1988-06-10,1988,6,June,24.776,30.951,27.864,0.0,5.846,0.633,19.243
1988-06-11,1988,6,June,25.131,28.476,26.804,0.0,5.533,0.633,4.487
1988-06-12,1988,6,June,24.785,30.235,27.51,0.0,5.512,0.656,18.579
1988-06-13,1988,6,June,24.871,30.967,27.919,0.003,6.18,0.635,19.961
1988-06-14,1988,6,June,24.849,27.795,26.322,0.146,5.777,0.697,7.524
1988-06-15,1988,6,June,21.865,31.723,26.794,0.051,3.123,0.698,20.296
1988-06-16,1988,6,June,18.519,35.448,26.984,0.0,1.538,0.727,20.752
1988-06-17,1988,6,June,18.679,32.204,25.441,0.0,1.41,0.771,20.638
1988-06-18,1988,6,June,20.609,34.624,27.617,0.0,2.076,0.718,20.483
1988-06-19,1988,6,June,21.695,29.632,25.664,0.0,4.602,0.647,20.617
1988-06-20,1988,6,June,22.348,29.095,25.722,0.0,5.601,0.622,20.332
1988-06-21,1988,6,June,23.003,26.349,24.676,0.271,5.316,0.687,5.675
1988-06-22,1988,6,June,24.469,27.693,26.081,0.079,5.974,0.683,8.309
1988-06-23,1988,6,June,23.751,25.825,24.788,1.208,5.737,0.769,3.465
1988-06-24,1988,6,June,23.334,25.894,24.614,0.503,6.064,0.742,7.57
1988-06-25,1988,6,June,23.149,25.37,24.26,0.331,5.036,0.706,4.35
1988-06-26,1988,6,June,18.808,31.63,25.219,0.024,2.728,0.675,20.238
1988-06-27,1988,6,June,20.688,30.697,25.692,0.0,2.936,0.71,19.761
1988-06-28,1988,6,June,23.22,30.234,26.727,0.982,4.405,0.767,14.471
1988-06-29,1988,6,June,25.074,28.896,26.985,0.007,6.183,0.719,15.031
1988-06-30,1988,6,June,24.001,29.671,26.836,0.0,7.094,0.615,20.385
1988-07-01,1988,7,July,23.252,25.788,24.52,0.065,6.657,0.648,8.52
1988-07-02,1988,7,July,24.05,25.759,24.904,1.737,5.807,0.73,2.591
